#separator:tab
#html:true
#notetype:Hebrew Root
#deck:Biblical Hebrew::Root Deck
#columns:Front	Back	Frequency	Tags
#tags column:4
מלך	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">מָלַךְ</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">he reigned</td><td style="text-align:right;padding:2px 8px">243</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">it considered</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">they made king</td><td style="text-align:right;padding:2px 8px">40</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hophal</td><td style="padding:2px 8px;font-style:italic">he had been made king</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">מֶלֶךְ</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">king</td><td style="text-align:right;padding:2px 8px">2526</td></tr><tr><td style="direction:rtl;padding:2px 8px">מֶלֶךְ</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">king</td><td style="text-align:right;padding:2px 8px">162</td></tr><tr><td style="direction:rtl;padding:2px 8px">מַמְלָכָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">dominion</td><td style="text-align:right;padding:2px 8px">117</td></tr><tr><td style="direction:rtl;padding:2px 8px">מַלְכָּה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">queen</td><td style="text-align:right;padding:2px 8px">35</td></tr><tr><td style="direction:rtl;padding:2px 8px">מְלוּכָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">ruled</td><td style="text-align:right;padding:2px 8px">24</td></tr><tr><td style="direction:rtl;padding:2px 8px">מַמְלָכוּת</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">kingdom, reign.</td><td style="text-align:right;padding:2px 8px">9</td></tr><tr><td style="direction:rtl;padding:2px 8px">מְלֶכֶת</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">queen</td><td style="text-align:right;padding:2px 8px">5</td></tr><tr><td style="direction:rtl;padding:2px 8px">מַלְכָּא</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">queen</td><td style="text-align:right;padding:2px 8px">2</td></tr></table>	3271	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Hiphil Hebrew:Stem:Hophal Hebrew:POS:Nominal Hebrew:Freq:100plus
עמם	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">עָמַם</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hophal</td><td style="padding:2px 8px;font-style:italic">it is dimmed</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">עַם</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">people</td><td style="text-align:right;padding:2px 8px">1873</td></tr><tr><td style="direction:rtl;padding:2px 8px">עִם</td><td style="padding:2px 8px">Prep</td><td style="padding:2px 8px;font-style:italic">with</td><td style="text-align:right;padding:2px 8px">1052</td></tr><tr><td style="direction:rtl;padding:2px 8px">עִמָּד</td><td style="padding:2px 8px">Prep</td><td style="padding:2px 8px;font-style:italic">along with</td><td style="text-align:right;padding:2px 8px">42</td></tr><tr><td style="direction:rtl;padding:2px 8px">עֻמָּה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">conjunction</td><td style="text-align:right;padding:2px 8px">32</td></tr><tr><td style="direction:rtl;padding:2px 8px">עַמּוֹנִי</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">Ammonite</td><td style="text-align:right;padding:2px 8px">21</td></tr><tr><td style="direction:rtl;padding:2px 8px">עַם</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">people.</td><td style="text-align:right;padding:2px 8px">14</td></tr><tr><td style="direction:rtl;padding:2px 8px">עִם</td><td style="padding:2px 8px">Prep</td><td style="padding:2px 8px;font-style:italic">by, from, like, to(-ward), with.</td><td style="text-align:right;padding:2px 8px">9</td></tr><tr><td style="direction:rtl;padding:2px 8px">עַמְרָמִי</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">Amramite</td><td style="text-align:right;padding:2px 8px">2</td></tr></table>	3209	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Hophal Hebrew:POS:Nominal Hebrew:Freq:100plus
אנש	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">אָנַשׁ</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">incurable</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">he was sick</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hithpael</td><td style="padding:2px 8px;font-style:italic">pluck up courage</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">אִישׁ</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">man</td><td style="text-align:right;padding:2px 8px">1664</td></tr><tr><td style="direction:rtl;padding:2px 8px">אִשָּׁה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">woman</td><td style="text-align:right;padding:2px 8px">781</td></tr><tr><td style="direction:rtl;padding:2px 8px">אֱנוֹשׁ</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">mortal</td><td style="text-align:right;padding:2px 8px">566</td></tr><tr><td style="direction:rtl;padding:2px 8px">אִישׁוֹן</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">little man</td><td style="text-align:right;padding:2px 8px">5</td></tr></table>	3057	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Hithpael Hebrew:POS:Nominal Hebrew:Freq:100plus
עשה	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">עָשָׂה</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">he did</td><td style="text-align:right;padding:2px 8px">2410</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">it will be done</td><td style="text-align:right;padding:2px 8px">98</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">they squeezed</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Pual</td><td style="padding:2px 8px;font-style:italic">I was made</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">מַעֲשֶׂה</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">action</td><td style="text-align:right;padding:2px 8px">236</td></tr></table>	3000	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Piel Hebrew:Stem:Pual Hebrew:POS:Nominal Hebrew:Freq:100plus
דבר	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">דָבַר</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">who/ was speaking</td><td style="text-align:right;padding:2px 8px">40</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">they speak together</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">he has subdued</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">he spoke</td><td style="text-align:right;padding:2px 8px">1060</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Pual</td><td style="padding:2px 8px;font-style:italic">[is] spoken</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hithpael</td><td style="padding:2px 8px;font-style:italic">speaking</td><td style="text-align:right;padding:2px 8px">2</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">דָּבָר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">word</td><td style="text-align:right;padding:2px 8px">1442</td></tr><tr><td style="direction:rtl;padding:2px 8px">מִדְבָּר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">pasture</td><td style="text-align:right;padding:2px 8px">271</td></tr><tr><td style="direction:rtl;padding:2px 8px">דֶּבֶר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">pestilence</td><td style="text-align:right;padding:2px 8px">49</td></tr><tr><td style="direction:rtl;padding:2px 8px">דִּבְרָה</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">reason</td><td style="text-align:right;padding:2px 8px">5</td></tr><tr><td style="direction:rtl;padding:2px 8px">דֹּבֶר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">pasture</td><td style="text-align:right;padding:2px 8px">3</td></tr><tr><td style="direction:rtl;padding:2px 8px">דֹּבְרָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">raft</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">דַּבָּרָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">word</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	2918	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Hiphil Hebrew:Stem:Piel Hebrew:Stem:Pual Hebrew:Stem:Hithpael Hebrew:POS:Nominal Hebrew:Freq:100plus
אלוה	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">אֱלוֹהַּ</div><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">אֱלֹהִים</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">gods</td><td style="text-align:right;padding:2px 8px">2603</td></tr><tr><td style="direction:rtl;padding:2px 8px">אֱלָהּ</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">God</td><td style="text-align:right;padding:2px 8px">66</td></tr></table>	2726	Hebrew:Root Hebrew:POS:Nominal Hebrew:Freq:100plus
יד	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">יָד</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">he will put out</td><td style="text-align:right;padding:2px 8px">5</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">[was] praising</td><td style="text-align:right;padding:2px 8px">66</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">they threw down</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hithpael</td><td style="padding:2px 8px;font-style:italic">he will confess</td><td style="text-align:right;padding:2px 8px">11</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">יְהוּדִי</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">Jehudite</td><td style="text-align:right;padding:2px 8px">75</td></tr><tr><td style="direction:rtl;padding:2px 8px">תּוֹדָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">extension</td><td style="text-align:right;padding:2px 8px">32</td></tr><tr><td style="direction:rtl;padding:2px 8px">יַד</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">hand, power.</td><td style="text-align:right;padding:2px 8px">15</td></tr><tr><td style="direction:rtl;padding:2px 8px">יְהוּדִית</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">Jewish</td><td style="text-align:right;padding:2px 8px">6</td></tr></table>	2714	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Hiphil Hebrew:Stem:Piel Hebrew:Stem:Hithpael Hebrew:POS:Nominal Hebrew:Freq:100plus
בוא	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">בּוֹא</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">he came</td><td style="text-align:right;padding:2px 8px">1872</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">he brought</td><td style="text-align:right;padding:2px 8px">403</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hophal</td><td style="padding:2px 8px;font-style:italic">it was brought</td><td style="text-align:right;padding:2px 8px">24</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">תְּבוּאָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">income</td><td style="text-align:right;padding:2px 8px">42</td></tr><tr><td style="direction:rtl;padding:2px 8px">מָבוֹא</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">entrance</td><td style="text-align:right;padding:2px 8px">22</td></tr><tr><td style="direction:rtl;padding:2px 8px">מוֹבָא</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">entrance</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="direction:rtl;padding:2px 8px">בְּאָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">entrance</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">מְבוֹאָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">a haven</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	2641	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Hiphil Hebrew:Stem:Hophal Hebrew:POS:Nominal Hebrew:Freq:100plus
הוא	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">הוּא</div><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">כֹּה</td><td style="padding:2px 8px">Particle</td><td style="padding:2px 8px;font-style:italic">like this</td><td style="text-align:right;padding:2px 8px">577</td></tr><tr><td style="direction:rtl;padding:2px 8px">הֵנָּה</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">hither</td><td style="text-align:right;padding:2px 8px">49</td></tr><tr><td style="direction:rtl;padding:2px 8px">כָּכָה</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">just so</td><td style="text-align:right;padding:2px 8px">37</td></tr><tr><td style="direction:rtl;padding:2px 8px">הֵנָּה</td><td style="padding:2px 8px">p</td><td style="padding:2px 8px;font-style:italic">themselves</td><td style="text-align:right;padding:2px 8px">30</td></tr></table>	2572	Hebrew:Root Hebrew:POS:Nominal Hebrew:Freq:100plus
ארץ	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">אֶרֶץ</div><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">אֲרַע</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">earth</td><td style="text-align:right;padding:2px 8px">20</td></tr><tr><td style="direction:rtl;padding:2px 8px">אַרְעִית</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">bottom</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">אֲרַק</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">earth</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	2529	Hebrew:Root Hebrew:POS:Nominal Hebrew:Freq:100plus
שרה	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">שָׂרָה</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">you have struggled</td><td style="text-align:right;padding:2px 8px">2</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">יִשְׂרְאֵלִי</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">a Jisreelite</td><td style="text-align:right;padding:2px 8px">5</td></tr><tr><td style="direction:rtl;padding:2px 8px">מִשְׂרָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">empire</td><td style="text-align:right;padding:2px 8px">2</td></tr></table>	2518	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:POS:Nominal Hebrew:Freq:100plus
יום	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">יוֹם</div><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">יוֹמָם</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">daily</td><td style="text-align:right;padding:2px 8px">50</td></tr><tr><td style="direction:rtl;padding:2px 8px">יוֹם</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">day</td><td style="text-align:right;padding:2px 8px">9</td></tr><tr><td style="direction:rtl;padding:2px 8px">יֵם</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">warm spring</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">נְמוּאֵלִי</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">Nemuelite</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	2373	Hebrew:Root Hebrew:POS:Nominal Hebrew:Freq:100plus
עדה	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">עָדָה</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">it passes by</td><td style="text-align:right;padding:2px 8px">8</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">[one who] removes</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">עַד</td><td style="padding:2px 8px">Prep</td><td style="padding:2px 8px;font-style:italic">as far</td><td style="text-align:right;padding:2px 8px">1261</td></tr><tr><td style="direction:rtl;padding:2px 8px">עַתָּה</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">at this time</td><td style="text-align:right;padding:2px 8px">433</td></tr><tr><td style="direction:rtl;padding:2px 8px">עֵת</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">time</td><td style="text-align:right;padding:2px 8px">296</td></tr><tr><td style="direction:rtl;padding:2px 8px">בְּעַד</td><td style="padding:2px 8px">Prep</td><td style="padding:2px 8px;font-style:italic">in up to</td><td style="text-align:right;padding:2px 8px">81</td></tr><tr><td style="direction:rtl;padding:2px 8px">עַד</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">terminus</td><td style="text-align:right;padding:2px 8px">49</td></tr><tr><td style="direction:rtl;padding:2px 8px">עֲדִי</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">finery</td><td style="text-align:right;padding:2px 8px">14</td></tr><tr><td style="direction:rtl;padding:2px 8px">עַד</td><td style="padding:2px 8px">Particle</td><td style="padding:2px 8px;font-style:italic">× and, at, for, (hither-) to, on till, (un-) to, until, within.</td><td style="text-align:right;padding:2px 8px">9</td></tr><tr><td style="direction:rtl;padding:2px 8px">עִדָּן</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">set time</td><td style="text-align:right;padding:2px 8px">7</td></tr></table>	2184	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Hiphil Hebrew:POS:Nominal Hebrew:Freq:100plus
פנים	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">פָּנִים</div><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">פְּנִימָה</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">faceward</td><td style="text-align:right;padding:2px 8px">13</td></tr></table>	2140	Hebrew:Root Hebrew:POS:Nominal Hebrew:Freq:100plus
נתן	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">נָתַן</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">he gave</td><td style="text-align:right;padding:2px 8px">1619</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">it will be given</td><td style="text-align:right;padding:2px 8px">82</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hophal</td><td style="padding:2px 8px;font-style:italic">let it be given</td><td style="text-align:right;padding:2px 8px">8</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">מַתָּנָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">present</td><td style="text-align:right;padding:2px 8px">17</td></tr><tr><td style="direction:rtl;padding:2px 8px">מַתָּת</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">present</td><td style="text-align:right;padding:2px 8px">6</td></tr><tr><td style="direction:rtl;padding:2px 8px">מַתָּן</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">present</td><td style="text-align:right;padding:2px 8px">5</td></tr><tr><td style="direction:rtl;padding:2px 8px">מַתְּנָא</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">gift.</td><td style="text-align:right;padding:2px 8px">2</td></tr></table>	2111	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Hophal Hebrew:POS:Nominal Hebrew:Freq:100plus
